,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Is Holiday Period,Month,Profit Percentage
4852,6535-1,2014-11-16,Julia Dunbar,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Express Air,18-11-2014,1.94,$3.08,1.14,50.0,$188.34,2%,$18.75,169.71,$0.99,$178.33,False,2014-11,58.762886597938135
4853,6536-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,High,Colored Envelopes,Technology,Small Box,Regular Air,02-09-2016,2.25,$3.69,1.44,7.0,$95.55,4%,$0.00,94.56,$2.50,$95.56,False,2016-08,64.0
4854,6536-1,2016-12-22,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Small Business,Natasha Song,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,23-12-2016,1.18,$1.88,0.7,39.0,$35.72,4%,$2.14,33.58,$1.49,$35.07,True,2016-12,59.32203389830508
4855,6536-1,2016-12-22,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,Natasha Song,Low,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,23-12-2016,1.18,$1.88,0.7,3.0,$35.72,8%,$2.14,33.58,$1.49,$35.07,True,2016-12,59.32203389830508
4856,6536-1,2016-02-03,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,High,Smiths General Use 3-Ring Binders,Technology,Jumbo Drum,Delivery Truck,05-02-2016,1.18,$1.88,0.7,12.0,$35.72,6%,$2.14,33.58,$1.49,$35.07,False,2016-02,59.32203389830508
4857,6536-1,2016-06-02,Jim Kriz,"28 Diunnize Ave,Roseberry",Sydney,NSW,Home Office,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,04-06-2016,1.18,$1.88,0.7,26.0,$35.44,7%,$0.10,35.34,$1.49,$35.07,False,2016-06,59.32203389830508
4858,6537-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,03-05-2016,4.53,$7.30,2.77,4.0,$299.70,7%,$25.98,271.02,$7.72,$272.55,True,2016-05,61.147902869757175
4859,6538-1,2015-01-31,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,02-02-2015,13.88,$22.38,8.5,5.0,$223.72,7%,$12.19,221.53,$15.10,$226.64,True,2015-01,61.23919308357348
4860,6538-1,2014-10-01,Patrick Jones,"222 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,03-10-2014,32.02,$152.48,120.46,48.0,"$4,726.80",4%,$292.76,3896.82,$4.00,"$3,926.86",False,2014-10,376.2023735165521
4861,6538-1,2016-10-21,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,23-10-2016,2.45,$3.89,1.44,14.0,$11.67,4%,$0.00,11.67,$7.01,$18.68,False,2016-10,58.77551020408163
4862,6539-1,2016-01-13,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Small Box,Regular Air,14-01-2016,0.93,$1.60,0.67,38.0,$62.80,9%,$4.35,56.11,$1.29,$62.63,False,2016-01,72.04301075268818
4863,6540-1,2016-12-08,Erica Hernandez,"12 Princess Hwy,Sylvania",Sydney,NSW,Home Office,Nicholas Fernandes,Low,Aluminum Document Frame,Office Supplies,Wrap Bag,Regular Air,12-12-2016,5.5,$12.22,6.72,10.0,$207.74,8%,$2.08,205.66,$2.85,$218.51,False,2016-12,122.18181818181817
4864,6540-1,2016-12-15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,High,Aluminum Document Frame,Office Supplies,Small Pack,Regular Air,24-12-2016,5.5,$12.22,6.72,37.0,$207.74,8%,$2.08,205.66,$2.85,$208.51,False,2016-12,122.18181818181817
4865,6540-1,2013-08-20,Cynthia Arntzen,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Alto Perma 3000 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,22-08-2013,8.92,$29.74,20.82,18.0,$336.40,3%,$36.34,303.54,$6.64,$318.25,False,2013-08,233.40807174887894
4866,6540-1,2016-12-10,Ken Lonsdale,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan 474 Labels,Technology,Jumbo Drum,Delivery Truck,14-12-2016,1.84,$2.88,1.04,38.0,$15.35,9%,$1.47,14.09,$0.99,$15.27,False,2016-12,56.52173913043478
4867,6540-1,2016-03-27,Brean Mhone,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Medium,"Alto Parchment Paper, Assorted Colors",Furniture,Small Pack,Regular Air,29-03-2016,4.59,$7.28,2.69,16.0,$285.10,0%,$2.58,258.96,$11.15,$251.96,True,2016-03,58.605664488017425
4868,6541-1,2015-12-22,Carol Triggs,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Medium,UGen Ultra Cordless Optical Suite,Technology,Small Box,Regular Air,24-12-2015,54.52,$100.97,46.45,12.0,"$9,699.85",0%,$65.80,7509.81,$7.18,"$7,534.03",True,2015-12,85.19809244314013
4869,6541-1,2015-11-11,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,13-11-2015,6.39,$19.98,13.59,6.0,$635.16,2%,$31.26,518.59,$4.00,$521.36,False,2015-11,212.6760563380282
4870,6541-1,2015-09-04,Brooke Gillingham,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,06-09-2015,1.84,$2.88,1.04,45.0,$41.36,10%,$3.92,37.62,$0.99,$38.13,False,2015-09,56.52173913043478
4871,6542-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,Medium,UGen Ultra Cordless Optical Suite,Office Supplies,Small Box,Express Air,01-01-2016,54.52,$100.97,46.45,24.0,"$1,259.16",6%,"$1,211.97",1228.41,$7.18,"$1,298.90",True,2015-12,85.19809244314013
4872,6542-1,2016-12-28,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Home Office,Radhya Staples,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,29-12-2016,1.53,$2.78,1.25,9.0,$133.44,9%,$4.00,129.44,$1.34,$130.64,True,2016-12,81.69934640522875
4873,6542-1,2016-01-28,Noel Staavos,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,30-01-2016,1.94,$3.08,1.14,34.0,$68.00,2%,$3.94,57.66,$0.99,$61.41,True,2016-01,58.762886597938135
4874,6542-1,2016-12-15,Monica Federle,"484 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,High,Artisan 48 Labels,Technology,Small Box,Regular Air,24-12-2016,3.84,$6.30,2.46,2.0,$207.74,3%,$2.08,205.68,$0.50,$218.61,False,2016-12,64.0625
4875,6542-1,2017-01-19,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Home Office,Natasha Song,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Express Air,21-01-2017,1.53,$2.78,1.25,16.0,$133.44,10%,$4.00,129.44,$1.34,$130.64,True,2017-01,81.69934640522875
4876,6542-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,28-09-2016,13.88,$22.38,8.5,12.0,$406.76,0%,$26.38,373.76,$15.10,$383.63,False,2016-09,61.23919308357348
4877,6542-1,2016-12-28,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Consumer,Radhya Staples,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Express Air,29-12-2016,1.17,$2.78,1.61,42.0,$133.44,0%,$4.00,129.44,$1.20,$130.64,True,2016-12,137.60683760683762
4878,6542-1,2016-05-18,Bruce Hennar,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Pizazz Drawing Pencil Set,Technology,Small Box,Regular Air,20-05-2016,1.53,$2.78,1.25,44.0,$133.44,3%,$4.00,129.44,$1.34,$130.64,False,2016-05,81.69934640522875
4879,6542-1,2016-12-28,Tracy Zic,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Low,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,29-12-2016,1.53,$2.78,1.25,38.0,$133.44,6%,$4.00,129.44,$1.34,$130.64,True,2016-12,81.69934640522875
4880,6542-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,15-11-2016,4.59,$7.28,2.69,19.0,$285.34,3%,$2.37,278.51,$11.15,$278.64,False,2016-11,58.605664488017425
4881,6543-1,2015-09-17,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Not Specified,Steady Major Accent Highlighters,Technology,Small Box,Regular Air,13-09-2015,3.75,$7.08,3.33,38.0,$223.81,0%,$12.44,221.53,$2.35,$226.53,False,2015-09,88.8
4882,6544-1,2016-03-06,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Steady Pocket Accent Highlighters,Technology,Small Box,Regular Air,11-03-2016,0.93,$1.60,0.67,49.0,$15.96,8%,$0.32,13.32,$1.29,$15.71,False,2016-03,72.04301075268818
4883,6544-1,2016-07-02,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Express Air,04-07-2016,7.13,$20.98,13.85,18.0,$431.50,10%,$37.75,303.05,$5.42,$309.64,False,2016-07,194.24964936886394
4884,6545-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Small Box,Regular Air,05-10-2016,14.95,$34.76,19.81,32.0,"$3,331.78",8%,$32.37,3307.59,$8.22,"$3,033.84",False,2016-09,132.50836120401337
4885,6546-1,2016-01-17,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,19-01-2016,6.39,$19.98,13.59,41.0,$325.70,3%,$26.38,302.56,$4.00,$315.96,False,2016-01,212.6760563380282
4886,6546-1,2013-06-07,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,Low,600 Series Non-Flip,Technology,Small Box,Regular Air,08-06-2013,19.78,$45.99,26.21,29.0,"$24,599.59",3%,"$2,233.96",22875.63,$4.99,"$22,905.16",False,2013-06,132.5075834175935
4887,6548-1,2016-12-09,Guy Armstrong,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,Critical,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Regular Air,10-12-2016,2.26,$3.58,1.32,6.0,$11.86,1%,$0.40,10.3,$5.47,$12.60,False,2016-12,58.40707964601771
4888,6548-1,2016-11-08,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Small Business,Yvette Biti,Critical,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,08-11-2016,1.84,$2.88,1.04,12.0,$76.60,2%,$2.27,74.53,$0.99,$75.12,False,2016-11,56.52173913043478
4889,6549-1,2014-06-28,William Brown,"3 Carrington Road ,Box Hill",Melbourne,VIC,Home Office,Yvette Biti,High,"DrawIt Colored Pencils, 48-Color Set",Office Supplies,Wrap Bag,Regular Air,30-06-2014,21.56,$36.55,14.99,26.0,$113.20,3%,$12.14,106.72,$13.89,$110.00,False,2014-06,69.52690166975883
4890,6550-1,2016-07-03,Philip Fox,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,05-07-2016,8.92,$29.74,20.82,44.0,$840.08,7%,$72.25,744.21,$6.64,$755.22,False,2016-07,233.40807174887894
4891,6551-1,2017-01-24,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,25-01-2017,1.84,$2.88,1.04,2.0,$69.30,7%,$2.77,66.54,$0.99,$67.43,True,2017-01,56.52173913043478
4892,6551-1,2016-04-23,Thomas Thornton,"221 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Wrap Bag,Regular Air,24-04-2016,6.39,$19.98,13.59,2.0,$93.56,8%,$0.00,93.66,$4.00,$93.34,True,2016-04,212.6760563380282
4893,6551-1,2015-10-12,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Medium,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,14-10-2015,1.53,$2.78,1.25,8.0,$80.12,7%,$5.41,67.61,$1.34,$98.43,False,2015-10,81.69934640522875
4894,6551-1,2015-08-22,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Low,"Laser Neon Mac Format Diskettes, 10/Pack",Office Supplies,Small Box,Regular Air,27-08-2015,1.87,$8.12,6.25,23.0,$91.28,3%,$8.59,88.13,$2.83,$88.84,False,2015-08,334.22459893048125
4895,6552-1,2015-03-16,Harold Pawlan,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,TechSavi Cordless Elite Duo,Office Supplies,Small Pack,Regular Air,16-03-2015,60.59,$100.98,40.39,24.0,"$1,211.76",10%,$0.00,1211.76,$7.18,"$1,218.94",False,2015-03,66.66116520878033
4896,6552-1,2015-12-19,Olvera Toch,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,21-12-2015,1.84,$2.88,1.04,3.0,$128.28,8%,$12.92,127.76,$0.99,$129.71,True,2015-12,56.52173913043478
4897,6552-1,2016-05-05,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Corporate,Aanya Zhang,High,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,07-05-2016,3.48,$5.43,1.95,13.0,$63.36,3%,$4.67,69.97,$0.95,$60.68,False,2016-05,56.03448275862068
4898,6552-1,2016-09-21,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Medium,Apex Straight Scissors,Technology,Small Box,Regular Air,21-09-2016,5.19,$12.98,7.79,27.0,$172.00,10%,$15.76,152.08,$3.14,$160.71,False,2016-09,150.09633911368013
4899,6552-1,2015-04-28,Dianna Arnett,"99 Lygon Street,East Brunswick",Melbourne,VIC,Home Office,Connor Betts,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,30-04-2015,1.09,$1.82,0.73,36.0,$48.84,10%,$2.97,45.91,$1.00,$46.61,True,2015-04,66.97247706422019
4900,6552-1,2015-08-28,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,High,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,30-08-2015,1.3,$2.88,1.58,29.0,$10.86,3%,$0.79,10.15,$1.01,$10.43,False,2015-08,121.53846153846155
4901,6553-1,2016-11-14,Alan Barnes,"99 Glebe Point Rd,Glebe",Sydney,NSW,Corporate,Natasha Song,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,15-11-2016,1.84,$2.88,1.04,8.0,$38.40,2%,$2.54,36.66,$0.99,$38.13,False,2016-11,56.52173913043478
4902,6554-1,2016-01-19,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Wrap Bag,Regular Air,19-01-2016,4.53,$7.30,2.77,8.0,$62.10,5%,$5.24,56.16,$7.72,$55.02,True,2016-01,61.147902869757175
4903,6554-1,2016-12-24,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,Pestelopen Markers,Office Supplies,Wrap Bag,Regular Air,25-12-2016,1.76,$3.38,1.62,30.0,$347.60,9%,$20.86,326.7,$0.85,$334.06,True,2016-12,92.04545454545455
4904,6555-1,2016-09-25,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,26-09-2016,1.59,$2.61,1.02,49.0,$194.57,2%,$15.55,178.65,$0.50,$187.22,False,2016-09,64.15094339622641
4905,6555-1,2016-08-24,Jasper Cacioppo,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,Radhya Staples,High,Artisan Non-Stick Binders,Office Supplies,Wrap Bag,Regular Air,02-09-2016,2.74,$4.49,1.75,32.0,$52.83,9%,$0.00,52.22,$1.49,$53.22,False,2016-08,63.86861313868613
4906,6555-1,2015-05-27,Bheck OBriant,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,29-05-2015,1.84,$2.88,1.04,23.0,$136.08,1%,$5.56,127.68,$0.99,$123.11,False,2015-05,56.52173913043478
4907,6556-1,2015-08-03,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Medium,Artisan Binder Labels,Office Supplies,Wrap Bag,Regular Air,08-08-2015,2.45,$3.89,1.44,10.0,$41.32,10%,$4.12,37.88,$7.01,$13.20,False,2015-08,58.77551020408163
4908,6557-1,2017-01-19,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,21-01-2017,3.65,$5.98,2.33,19.0,$136.04,0%,$4.08,131.96,$1.49,$137.43,True,2017-01,63.83561643835617
4909,6557-1,2017-02-04,Eria McGuire,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Not Specified,Artisan Poly Binder Pockets,Technology,Small Pack,Regular Air,05-02-2017,2.26,$3.58,1.32,8.0,$136.84,10%,$4.08,131.96,$5.47,$137.43,False,2017-02,58.40707964601771
4910,6557-1,2015-01-07,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Medium,PastelOcean Color Pencil Set,Office Supplies,Small Box,Regular Air,09-01-2015,11.11,$19.84,8.73,32.0,$136.04,5%,$10.86,131.96,$4.10,$137.43,True,2015-01,78.57785778577858
4911,6557-1,2015-09-29,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Pack,Regular Air,30-09-2015,3.65,$5.98,2.33,22.0,$135.04,2%,$4.08,131.96,$1.49,$137.43,False,2015-09,63.83561643835617
4912,6558-1,2015-12-25,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,26-12-2015,8.82,$20.99,12.17,29.0,$50.92,8%,$2.15,48.91,$4.81,$49.60,True,2015-12,137.98185941043084
4913,6560-1,2015-06-27,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,29-06-2015,4.53,$7.30,2.77,32.0,$132.40,5%,$5.56,123.84,$7.72,$126.45,False,2015-06,61.147902869757175
4914,6560-1,2016-07-11,Katherine Murray,"18 Whistler St,Sydney",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Assorted Color Push Pins,Technology,Small Pack,Regular Air,12-07-2016,0.87,$1.81,0.94,21.0,$16.95,1%,$0.63,16.65,$0.75,$16.85,False,2016-07,108.04597701149426
4915,6560-1,2017-01-18,Rick Zandusky,"224A Gertrude St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,21-01-2017,0.71,$1.14,0.43,24.0,$15.96,7%,$0.00,15.96,$0.70,$16.66,False,2017-01,60.56338028169014
4916,6560-1,2015-05-16,Carlosder Meady,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,20-05-2015,2.45,$3.89,1.44,22.0,$177.14,10%,$5.75,175.81,$7.01,$178.69,False,2015-05,58.77551020408163
4917,6560-1,2015-09-08,Beth Thompson,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Not Specified,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,10-09-2015,0.71,$1.14,0.43,30.0,$14.96,3%,$0.32,13.36,$0.70,$15.66,False,2015-09,60.56338028169014
4918,6560-1,2016-10-23,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,25-10-2016,2.45,$3.89,1.44,42.0,$13.66,6%,$0.00,13.36,$7.01,$14.56,False,2016-10,58.77551020408163
4919,6560-1,2016-02-29,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Home Office,Phoebe Gour,High,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,29-02-2016,3.65,$5.98,2.33,11.0,$142.10,9%,$0.00,135.2,$1.49,$147.69,False,2016-02,63.83561643835617
4920,6560-1,2016-11-22,Becky Pak,"79 Ellitt St,Balmain",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Artisan Henging File Binders,Office Supplies,Small Box,Regular Air,27-11-2016,3.65,$5.98,2.33,30.0,$121.04,3%,$7.81,113.45,$1.49,$126.48,False,2016-11,63.83561643835617
4921,6561-1,2017-01-23,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Corporate,Mihael Khan,Critical,Artisan Hi-Liter Fluorescent Desk Style Markers,Technology,Small Box,Regular Air,25-01-2017,1.76,$3.38,1.62,44.0,$69.30,3%,$2.77,66.53,$0.85,$67.23,True,2017-01,92.04545454545455
4922,6561-1,2016-04-27,Valerie Takahito,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Artisan Hole Reinforcements,Office Supplies,Small Box,Regular Air,28-04-2016,3.99,$6.23,2.24,42.0,$139.84,0%,$6.59,126.83,$6.97,$137.93,True,2016-04,56.14035087719298
4923,6561-1,2017-01-23,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,Low,"Artisan Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Wrap Bag,Regular Air,25-01-2017,4.48,$8.14,3.66,8.0,$69.30,6%,$2.77,66.53,$3.12,$67.23,True,2017-01,81.69642857142857
4924,6562-1,2016-12-18,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Apex Straight Scissors,Technology,Medium Box,Regular Air,21-12-2016,5.19,$12.98,7.79,10.0,$129.50,0%,$5.47,123.31,$3.14,$126.45,True,2016-12,150.09633911368013
4925,6562-1,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,EcoTones Memo Sheets,Office Supplies,Small Box,Regular Air,28-09-2016,2.52,$4.00,1.48,25.0,$129.64,3%,$3.67,116.76,$1.30,$117.67,False,2016-09,58.730158730158735
4926,6562-1,2017-01-23,Jeremy Pistek,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Artisan Binder Labels,Furniture,Large Box,Regular Air,25-01-2017,2.45,$3.89,1.44,7.0,$69.30,2%,$2.77,66.53,$7.01,$67.23,True,2017-01,58.77551020408163
4927,6562-1,2015-07-26,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,29-07-2015,4.59,$7.28,2.69,41.0,$177.03,5%,$17.70,158.65,$11.15,$168.90,False,2015-07,58.605664488017425
4928,6562-1,2016-08-15,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Critical,Pizazz Drawing Pencil Set,Technology,Small Box,Regular Air,20-08-2016,1.17,$2.78,1.61,48.0,$123.72,4%,$12.14,113.64,$1.20,$116.36,False,2016-08,137.60683760683762
4929,6562-1,2017-01-19,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,High,Apex Straight Scissors,Office Supplies,Wrap Bag,Regular Air,20-01-2017,5.19,$12.98,7.79,50.0,$173.72,2%,$10.73,157.25,$3.14,$168.43,True,2017-01,150.09633911368013
